date,MG,billed_kWh,kW,total_kWh, Operation_bill 
41179.00,17.76,32295.2,1422.4,32295.2,42952.62
41180.00,14.17,32816,1444.8,32816,43645.28
41181.00,8.69,31040.8,1400,31040.8,41284.26
41182.00,9.51,26185.6,1377.6,26185.6,34826.85
41183.00,10.62,28772.8,1456,28772.8,38267.82
41184.00,17.63,32995.2,1422.4,32995.2,43883.62
41185.00,13.49,33191.2,1512,33191.2,44144.30
41186.00,11.93,33667.2,1534.4,33667.2,44777.38
41187.00,11.97,34748,1814.4,34748,46214.84
41188.00,10.68,35772.8,1736,35772.8,47577.82
41189.00,13.21,33045.6,1456,33045.6,43950.65
41190.00,15.33,33140.8,1523.2,33140.8,44077.26
41191.00,13.63,34832,1512,34832,46326.56
41192.00,12.66,33611.2,1512,33611.2,44702.90
41193.00,14.31,35397.6,1646.4,35397.6,47078.81
41194.00,13.01,35907.2,1624,35907.2,47756.58
41195.00,10.84,32390.4,1467.2,32390.4,43079.23
41196.00,9.9,32513.6,1545.6,32513.6,43243.09
41197.00,9.78,32356.8,1444.8,32356.8,43034.54
41198.00,8.75,32244.8,1467.2,32244.8,42885.58
41199.00,9.72,31320.8,1411.2,31320.8,41656.66
41200.00,13.49,33986.4,1489.6,33986.4,45201.91
41201.00,12.54,33252.8,1456,33252.8,44226.22
41202.00,12.22,32900,1489.6,32900,43757.00
41203.00,13.05,34591.2,1568,34591.2,46006.30
41204.00,11.23,35000,1534.4,35000,46550.00
41205.00,10.55,34563.2,1534.4,34563.2,45969.06
41206.00,10.33,34188,1545.6,34188,45470.04
41207.00,10.53,33605.6,1523.2,33605.6,44695.45
41208.00,11.04,37632,1635.2,37632,50050.56
41209.00,10.05,33801.6,1500.8,33801.6,44956.13
41210.00,9.71,32832.8,1411.2,32832.8,43667.62
41211.00,10.59,33157.6,1545.6,33157.6,44099.61
41212.00,11.6,37956.8,1747.2,37956.8,50482.54
41213.00,12.47,35190.4,1601.6,35190.4,46803.23
41214.00,8.65,36674.4,1702.4,36674.4,48776.95
41215.00,7.38,30576,1579.2,30576,40666.08
41216.00,10.17,36131.2,1590.4,36131.2,48054.50
41217.00,11.21,34473.6,1512,34473.6,45849.89
41218.00,10.55,37060.8,1713.6,37060.8,49290.86
41219.00,10.82,39457.6,1792,39457.6,52478.61
41220.00,11.9,35806.4,1601.6,35806.4,47622.51
41221.00,10.54,34820.8,1556.8,34820.8,46311.66
41222.00,10.28,31539.2,1635.2,31539.2,41947.14
41223.00,7.58,36601.6,1657.6,36601.6,48680.13
41224.00,13.66,34580,1556.8,34580,45991.40
41225.00,13.14,38500,1825.6,38500,51205.00
41226.00,14.66,37760.8,1680,37760.8,50221.86
41227.00,13.25,36472.8,1590.4,36472.8,48508.82
41228.00,11.82,36691.2,1579.2,36691.2,48799.30
41229.00,12.38,36954.4,1601.6,36954.4,49149.35
41230.00,11.04,37206.4,1612.8,37206.4,49484.51
41231.00,12.62,37357.6,1624,37357.6,49685.61
41232.00,13.46,31192,1579.2,31192,41485.36
41233.00,12.1,27899.2,1254.4,27899.2,37105.94
41234.00,12.11,27736.8,1209.6,27736.8,36889.94
41235.00,9.66,26448.8,1187.2,26448.8,35176.90
41236.00,10.24,26476.8,1198.4,26476.8,35214.14
41237.00,10.05,28593.6,1232,28593.6,38029.49
41238.00,10.33,27815.2,1590.4,27815.2,36994.22
41239.00,10.24,37066.4,1657.6,37066.4,49298.31
41240.00,8.21,37738.4,1691.2,37738.4,50192.07
41241.00,7.44,34848.8,1556.8,34848.8,46348.90
41242.00,5.38,33779.2,1556.8,33779.2,44926.34
41243.00,9.55,29853.6,1422.4,29853.6,39705.29
41244.00,13.98,30408,1388.8,30408,40442.64
41245.00,13.9,29036,1321.6,29036,38617.88
41246.00,11.38,29624,1332.8,29624,39399.92
41247.00,10.77,30144.8,1332.8,30144.8,40092.58
41248.00,13.39,28924,1321.6,28924,38468.92
41249.00,10.17,30077.6,1489.6,30077.6,40003.21
41250.00,14.17,30279.2,1523.2,30279.2,40271.34
41251.00,11.7,30923.2,1579.2,30923.2,41127.86
41252.00,11.28,32860.8,1512,32860.8,43704.86
41253.00,17.02,36288,1590.4,36288,48263.04
41254.00,17.22,36736,1657.6,36736,48858.88
41255.00,14.16,31752,1523.2,31752,42230.16
41256.00,12.25,28963.2,1299.2,28963.2,38521.06
41257.00,13.68,29540,1344,29540,39288.20
41258.00,14.69,30408,1344,30408,40442.64
41259.00,13.68,32457.6,1590.4,32457.6,43168.61
41260.00,11.17,35599.2,1612.8,35599.2,47346.94
41261.00,12.83,35336,1590.4,35336,46996.88
41262.00,13.91,29198.4,1478.4,29198.4,38833.87
41263.00,13.86,27860,1265.6,27860,37053.80
41264.00,12.75,28246.4,1232,28246.4,37567.71
41265.00,12.37,26728.8,1176,26728.8,35549.30
41266.00,13.42,27960.8,1265.6,27960.8,37187.86
41267.00,11.92,26420.8,1232,26420.8,35139.66
41268.00,9.19,26146.4,1209.6,26146.4,34774.71
41269.00,7.75,26902.4,1209.6,26902.4,35780.19
41270.00,8.47,25424,1131.2,25424,33813.92
41271.00,10.45,25737.6,1153.6,25737.6,34231.01
41272.00,10.98,25216.8,1198.4,25216.8,33538.34
41273.00,10.29,27260.8,1187.2,27260.8,36256.86
41274.00,11.59,27568.8,1243.2,27568.8,36666.50
41275.00,11.08,25687.2,1187.2,25687.2,34163.98
41276.00,10.08,26908,1187.2,26908,35787.64
41277.00,10.54,26376,1164.8,26376,35080.08
41278.00,9.8,26000.8,1176,26000.8,34581.06
41279.00,9.42,25855.2,1187.2,25855.2,34387.42
41280.00,10.17,25737.6,1209.6,25737.6,34231.01
41281.00,10.53,27456.8,1232,27456.8,36517.54
41282.00,10.41,27412,1254.4,27412,36457.96
41283.00,13.61,28604.8,1332.8,28604.8,38044.38
41284.00,15.19,28610.4,1332.8,28610.4,38051.83
41285.00,17.16,32737.6,1624,32737.6,43541.01
41286.00,21.26,31444,1792,31444,41820.52
41287.00,40.05,38466.4,1724.8,38466.4,51160.31
41288.00,34.49,32832.8,1612.8,32832.8,43667.62
41289.00,27.21,32379.2,1456,32379.2,43064.34
41290.00,25.65,32832.8,1422.4,32832.8,43667.62
41291.00,22.03,32373.6,1444.8,32373.6,43056.89
41292.00,20.04,34053.6,1545.6,34053.6,45291.29
41293.00,18.84,34109.6,1523.2,34109.6,45365.77
41294.00,17.08,33460,1489.6,33460,44501.80
41295.00,17.97,32407.2,1467.2,32407.2,43101.58
41296.00,16.31,32228,1422.4,32228,42863.24
41297.00,11.53,30032.8,1366.4,30032.8,39943.62
41298.00,10.93,30503.2,1332.8,30503.2,40569.26
41299.00,11.1,29187.2,1344,29187.2,38818.98
41300.00,9.7,28840,1254.4,28840,38357.20
41301.00,10.63,28655.2,1299.2,28655.2,38111.42
41302.00,14.28,29444.8,1321.6,29444.8,39161.58
41303.00,13.34,27820.8,1254.4,27820.8,37001.66
41304.00,16.38,30615.2,1411.2,30615.2,40718.22
41305.00,17.83,29192.8,1310.4,29192.8,38826.42
41306.00,15.52,30632,1332.8,30632,40740.56
41307.00,13.8,29422.4,1321.6,29422.4,39131.79
41308.00,12.98,28033.6,1332.8,28033.6,37284.69
41309.00,14.03,28380.8,1310.4,28380.8,37746.46
41310.00,15.28,30178.4,1355.2,30178.4,40137.27
41311.00,13.77,30940,1332.8,30940,41150.20
41312.00,12.61,29265.6,1299.2,29265.6,38923.25
41313.00,13.51,30514.4,1344,30514.4,40584.15
41314.00,10.68,28761.6,1276.8,28761.6,38252.93
41315.00,11.23,28980,1265.6,28980,38543.40
41316.00,11.97,28016.8,1265.6,28016.8,37262.34
41317.00,11.96,28722.4,1265.6,28722.4,38200.79
41318.00,10.84,28968.8,1276.8,28968.8,38528.50
41319.00,10.83,28778.4,1276.8,28778.4,38275.27
41320.00,9.64,28436.8,1265.6,28436.8,37820.94
41321.00,9.86,29713.6,1299.2,29713.6,39519.09
41322.00,9.96,34042.4,1680,34042.4,45276.39
41323.00,9.53,28940.8,1747.2,28940.8,38491.26
41324.00,12.14,40208,1769.6,40208,53476.64
41325.00,11.65,31684.8,1534.4,31684.8,42140.78
41326.00,10.99,30452.8,1344,30452.8,40502.22
41327.00,12.76,30738.4,1377.6,30738.4,40882.07
41328.00,13.35,30928.8,1355.2,30928.8,41135.30
41329.00,12.64,30497.6,1321.6,30497.6,40561.81
41330.00,12.57,29803.2,1310.4,29803.2,39638.26
41331.00,11.6,34428.8,1758.4,34428.8,45790.30
41332.00,17.73,34120.8,1523.2,34120.8,45380.66
41333.00,18.94,30856,1489.6,30856,41038.48
41334.00,19.75,31768.8,1366.4,31768.8,42252.50
41335.00,18.83,30732.8,1344,30732.8,40874.62
41336.00,18.07,33051.2,1556.8,33051.2,43958.10
41337.00,17.77,32586.4,1556.8,32586.4,43339.91
41338.00,17.46,31673.6,1400,31673.6,42125.89
41339.00,13.82,30352,1355.2,30352,40368.16
41340.00,13.44,29926.4,1321.6,29926.4,39802.11
41341.00,13.81,30889.6,1332.8,30889.6,41083.17
41342.00,12.06,29904,1321.6,29904,39772.32
41343.00,11.69,26527.2,1232,26527.2,35281.18
41344.00,14.14,30066.4,1332.8,30066.4,39988.31
41345.00,11.36,32418.4,1691.2,32418.4,43116.47
41346.00,10.11,31276,1512,31276,41597.08
41347.00,9.87,30352,1321.6,30352,40368.16
41348.00,10.3,27736.8,1265.6,27736.8,36889.94
41349.00,9.94,32748.8,1657.6,32748.8,43555.90
41350.00,9.71,30268,1736,30268,40256.44
41351.00,18.36,38645.6,1904,38645.6,51398.65
41352.00,19.35,30044,1411.2,30044,39958.52
41353.00,19.57,30581.6,1355.2,30581.6,40673.53
41354.00,19.96,30587.2,1344,30587.2,40680.98
41355.00,18.37,30290.4,1355.2,30290.4,40286.23
41356.00,17.28,31029.6,1366.4,31029.6,41269.37
41357.00,14.17,29747.2,1299.2,29747.2,39563.78
41358.00,14.83,30200.8,1299.2,30200.8,40167.06
41359.00,14.58,30161.6,1299.2,30161.6,40114.93
41360.00,14.2,30240,1310.4,30240,40219.20
41361.00,12.43,29013.6,1344,29013.6,38588.09
41362.00,12.38,33230.4,1668.8,33230.4,44196.43
41363.00,12.29,37066.4,1702.4,37066.4,49298.31
41364.00,12.34,27451.2,1523.2,27451.2,36510.10
41365.00,11.93,34266.4,1724.8,34266.4,45574.31
41366.00,11.53,31018.4,1646.4,31018.4,41254.47
41367.00,10.35,27619.2,1332.8,27619.2,36733.54
41368.00,10.41,27568.8,1310.4,27568.8,36666.50
41369.00,10.07,26364.8,1254.4,26364.8,35065.18
41370.00,10.11,25866.4,1232,25866.4,34402.31
41371.00,9.63,25547.2,1209.6,25547.2,33977.78
41372.00,12.31,27260.8,1232,27260.8,36256.86
41373.00,9.58,24964.8,1198.4,24964.8,33203.18
41374.00,9.88,24824.8,1153.6,24824.8,33016.98
41375.00,15.27,28795.2,1288,28795.2,38297.62
41376.00,16.56,28061.6,1276.8,28061.6,37321.93
41377.00,15.59,27440,1243.2,27440,36495.20
41378.00,9.93,26129.6,1187.2,26129.6,34752.37
41379.00,7.07,26801.6,1355.2,26801.6,35646.13
41380.00,16.59,30475.2,1433.6,30475.2,40532.02
41381.00,20.07,28789.6,1355.2,28789.6,38290.17
41382.00,19.63,26980.8,1332.8,26980.8,35884.46
41383.00,19.12,32748.8,1624,32748.8,43555.90
41384.00,22.57,28789.6,1299.2,28789.6,38290.17
41385.00,22.68,30340.8,1433.6,30340.8,40353.26
41386.00,21.37,30055.2,1411.2,30055.2,39973.42
41387.00,19.34,29204,1332.8,29204,38841.32
41388.00,21.31,33846.4,1859.2,33846.4,45015.71
41389.00,21.95,33062.4,1724.8,33062.4,43972.99
41390.00,20.66,32216.8,1456,32216.8,42848.34
41391.00,21.15,32256,1444.8,32256,42900.48
41392.00,20.96,30273.6,1411.2,30273.6,40263.89
41393.00,15.93,30844.8,1512,30844.8,41023.58
41394.00,13,33331.2,1467.2,33331.2,44330.50
41395.00,11.87,26348,1433.6,26348,35042.84
41396.00,12.69,30116.8,1512,30116.8,40055.34
41397.00,14.4,30144.8,1489.6,30144.8,40092.58
41398.00,12.35,31096.8,1489.6,31096.8,41358.74
41399.00,13.63,26712,1377.6,26712,35526.96
41400.00,20.98,29159.2,1321.6,29159.2,38781.74
41401.00,20.96,27955.2,1243.2,27955.2,37180.42
41402.00,20.24,32463.2,1601.6,32463.2,43176.06
41403.00,16.98,35061.6,1769.6,35061.6,46631.93
41404.00,18.2,34658.4,1668.8,34658.4,46095.67
41405.00,17.22,26376,1232,26376,35080.08
41406.00,13.64,26656,1220.8,26656,35452.48
41407.00,11.44,31164,1512,31164,41448.12
41408.00,10.63,25692.8,1355.2,25692.8,34171.42
41409.00,10.61,24511.2,1108.8,24511.2,32599.90
41410.00,10.68,24774.4,1164.8,24774.4,32949.95
41411.00,9.73,23480.8,1097.6,23480.8,31229.46
41412.00,9.11,22366.4,1120,22366.4,29747.31
41413.00,8.88,23816.8,1097.6,23816.8,31676.34
41414.00,8.88,23878.4,1108.8,23878.4,31758.27
41415.00,10.93,27148.8,1377.6,27148.8,36107.90
41416.00,11.34,27899.2,1288,27899.2,37105.94
41417.00,9.05,24309.6,1232,24309.6,32331.77
41418.00,6.62,23368.8,1075.2,23368.8,31080.50
41419.00,7.39,21907.2,1030.4,21907.2,29136.58
41420.00,7.66,22724.8,1052.8,22724.8,30223.98
41421.00,9.44,25989.6,1321.6,25989.6,34566.17
41422.00,9.93,25564,1265.6,25564,34000.12
41423.00,10.73,23094.4,1052.8,23094.4,30715.55
41424.00,10.24,22825.6,1041.6,22825.6,30358.05
41425.00,9.77,24662.4,1164.8,24662.4,32800.99
41426.00,13.27,24628.8,1153.6,24628.8,32756.30
41427.00,16.42,24980.8,1355.2,24980.8,33224.46
41428.00,14.8,28358.4,1299.2,28358.4,37716.67
41429.00,12.65,27899.2,1254.4,27899.2,37105.94
41430.00,12.05,23559.2,1108.8,23559.2,31333.74
41431.00,10.58,26286.4,1254.4,26286.4,34960.91
41432.00,9.5,23587.2,1209.6,23587.2,31370.98
41433.00,7.35,22540,1019.2,22540,29978.20
41434.00,9.18,21386.4,996.8,21386.4,28443.91
41435.00,8.16,26163.2,1288,26163.2,34797.06
41436.00,9.5,27927.2,1355.2,27927.2,37143.18
41437.00,8.04,27255.2,1243.2,27255.2,36249.42
41438.00,8.47,27059.2,1299.2,27059.2,35988.74
41439.00,7.67,27675.2,1243.2,27675.2,36808.02
41440.00,7.98,25894.4,1176,25894.4,34439.55
41441.00,9.46,26734.4,1321.6,26734.4,35556.75
41442.00,10.53,28901.6,1321.6,28901.6,38439.13
41443.00,12.23,30178.4,1366.4,30178.4,40137.27
41444.00,11.31,28498.4,1310.4,28498.4,37902.87
41445.00,8.55,28089.6,1254.4,28089.6,37359.17
41446.00,9.28,25972.8,1220.8,25972.8,34543.82
41447.00,9.45,29125.6,1433.6,29125.6,38737.05
41448.00,11.65,28156.8,1344,28156.8,37448.54
41449.00,9.19,28308,1321.6,28308,37649.64
41450.00,8.3,27949.6,1310.4,27949.6,37172.97
41451.00,14.92,26392.8,1400,26392.8,35102.42
41452.00,17.18,25004,1164.8,25004,33255.32
41453.00,14.28,25502.4,1153.6,25502.4,33918.19
41454.00,14.23,25692.8,1355.2,25692.8,34171.42
41455.00,17.99,30010.4,1422.4,30010.4,39913.83
41456.00,17.98,29416.8,1244,29416.8,39124.34
41457.00,20.04,28560,1321.6,28560,37984.80
41458.00,19.82,28901.6,1310.4,28901.6,38439.13
41459.00,17.04,25709.6,1142.4,25709.6,34193.77
41460.00,15.47,26409.6,1209.6,26409.6,35124.77
41461.00,15.72,28268.8,1254.4,28268.8,37597.50
41462.00,12.54,24718.4,1142.4,24718.4,32875.47
41463.00,10.54,27266.4,1299.2,27266.4,36264.31
41464.00,10.05,27608,1288,27608,36718.64
41465.00,11.59,26796,1232,26796,35638.68
41466.00,9.71,27440,1276.8,27440,36495.20
41467.00,8.26,28218.4,1288,28218.4,37530.47
41468.00,7.83,23968,1198.4,23968,31877.44
41469.00,9.91,23206.4,1052.8,23206.4,30864.51
41470.00,8.52,25519.2,1310.4,25519.2,33940.54
41471.00,8.28,28464.8,1310.4,28464.8,37858.18
41472.00,8.96,27204.8,1265.6,27204.8,36182.38
41473.00,7.8,26056.8,1209.6,26056.8,34655.54
41474.00,7.73,26980.8,1265.6,26980.8,35884.46
41475.00,10.23,27445.6,1366.4,27445.6,36502.65
41476.00,9.87,29293.6,1321.6,29293.6,38960.49
41477.00,14.02,29926.4,1545.6,29926.4,39802.11
41478.00,13.68,28616,1814.4,28616,38059.28
41479.00,15.7,24567.2,1142.4,24567.2,32674.38
41480.00,13.22,24119.2,1120,24119.2,32078.54
41481.00,12.47,24063.2,1108.8,24063.2,32004.06
41482.00,13.78,25244.8,1198.4,25244.8,33575.58
41483.00,12.72,24001.6,1153.6,24001.6,31922.13
41484.00,10.94,24589.6,1120,24589.6,32704.17
41485.00,9.39,24488.8,1108.8,24488.8,32570.10
41486.00,9.39,24018.4,1086.4,24018.4,31944.47
41487.00,8.59,22282.4,1041.6,22282.4,29635.59
41488.00,7.37,22366.4,1052.8,22366.4,29747.31
41489.00,8.58,20860,963.2,20860,27743.80
41490.00,8.59,22472.8,1019.2,22472.8,29888.82
41491.00,8.35,23161.6,1041.6,23161.6,30804.93
41492.00,8.83,23324,1052.8,23324,31020.92
41493.00,9.28,23318.4,1041.6,23318.4,31013.47
41494.00,8.3,23245.6,1198.4,23245.6,30916.65
41495.00,11.27,24707.2,1120,24707.2,32860.58
41496.00,9.32,24656.8,1265.6,24656.8,32793.54
41497.00,9.52,23027.2,1176,23027.2,30626.18
41498.00,8.7,23122.4,1041.6,23122.4,30752.79
41499.00,9.82,23744,1075.2,23744,31579.52
41500.00,9.7,22422.4,1064,22422.4,29821.79
41501.00,8.18,22551.2,996.8,22551.2,29993.10
41502.00,8.85,24264.8,1209.6,24264.8,32272.18
41503.00,7.59,22864.8,1052.8,22864.8,30410.18
41504.00,7.87,21632.8,996.8,21632.8,28771.62
41505.00,9.74,22103.2,1064,22103.2,29397.26
41506.00,9.8,23374.4,1075.2,23374.4,31087.95
41507.00,9.01,23385.6,1052.8,23385.6,31102.85
41508.00,9.24,26437.6,1265.6,26437.6,35162.01
41509.00,8.9,23318.4,1176,23318.4,31013.47
41510.00,8.73,22388.8,1008,22388.8,29777.10
41511.00,9.56,21151.2,952,21151.2,28131.10
41512.00,9.21,26605.6,1288,26605.6,35385.45
41513.00,8.67,28308,1310.4,28308,37649.64
41514.00,9.53,26812.8,1243.2,26812.8,35661.02
41515.00,9.88,25928,1164.8,25928,34484.24
41516.00,8.46,26499.2,1209.6,26499.2,35243.94
41517.00,9.34,24074.4,1108.8,24074.4,32018.95
41518.00,8.24,27316.8,1299.2,27316.8,36331.34
41519.00,10.49,27714.4,1276.8,27714.4,36860.15
41520.00,10.85,28000,1276.8,28000,37240.00
41521.00,11.37,27860,1332.8,27860,37053.80
41522.00,10.8,26605.6,1220.8,26605.6,35385.45
41523.00,10.6,23951.2,1153.6,23951.2,31855.10
41524.00,9.96,22898.4,1097.6,22898.4,30454.87
41525.00,11.28,22786.4,1064,22786.4,30305.91
41526.00,11.74,30374.4,1456,30374.4,40397.95
41527.00,12.1,30368.8,1523.2,30368.8,40390.50
41528.00,13.74,28296.8,1377.6,28296.8,37634.74
41529.00,13.42,27736.8,1321.6,27736.8,36889.94
41530.00,11.8,30615.2,1377.6,30615.2,40718.22
41531.00,10.28,28817.6,1321.6,28817.6,38327.41
41532.00,11.38,29439.2,1344,29439.2,39154.14
41533.00,10.06,29657.6,1310.4,29657.6,39444.61
41534.00,9.5,27927.2,1355.2,27927.2,37143.18
41535.00,9.71,28504,1310.4,28504,37910.32
41536.00,11.98,26980.8,1377.6,26980.8,35884.46
41537.00,12.16,24864,1276.8,24864,33069.12
41538.00,13.14,24634.4,1243.2,24634.4,32763.75
41539.00,12.49,27742.4,1299.2,27742.4,36897.39
41540.00,12.92,29232,1321.6,29232,38878.56
41541.00,14.02,30592.8,1377.6,30592.8,40688.42
41542.00,12.8,30839.2,1366.4,30839.2,41016.14
41543.00,10.45,29013.6,1332.8,29013.6,38588.09
41544.00,9.78,26185.6,1265.6,26185.6,34826.85
41545.00,9.93,27361.6,1288,27361.6,36390.93
41546.00,11.4,28560,1344,28560,37984.80
41547.00,10.41,29383.2,1344,29383.2,39079.66
41548.00,11.51,29937.6,1366.4,29937.6,39817.01
41549.00,10.78,27232.8,1276.8,27232.8,36219.62
41550.00,11.34,29517.6,1377.6,29517.6,39258.41
41551.00,11.42,27781.6,1254.4,27781.6,36949.53
41552.00,11.48,25905.6,1489.6,25905.6,34454.45
41553.00,18.82,34400.8,1635.2,34400.8,45753.06
41554.00,19.97,33269.6,1568,33269.6,44248.57
41555.00,22.58,35924,1646.4,35924,47778.92
41556.00,21.54,35929.6,1590.4,35929.6,47786.37
41557.00,16.97,32552.8,1489.6,32552.8,43295.22
41558.00,16.33,30816.8,1377.6,30816.8,40986.34
41559.00,13.34,29976.8,1366.4,29976.8,39869.14
41560.00,14.44,30032.8,1400,30032.8,39943.62
41561.00,12.66,31068.8,1377.6,31068.8,41321.50
41562.00,12.04,30184,1377.6,30184,40144.72
41563.00,11.08,26768,1243.2,26768,35601.44
41564.00,10.84,24920,1164.8,24920,33143.60
41565.00,10.19,24684.8,1299.2,24684.8,32830.78
41566.00,10.07,23772,1153.6,23772,31616.76
41567.00,10.74,27440,1411.2,27440,36495.20
41568.00,10.27,32502.4,1467.2,32502.4,43228.19
41569.00,9.49,29708,1400,29708,39511.64
41570.00,9.66,34283.2,1635.2,34283.2,45596.66
41571.00,9.22,30312.8,1444.8,30312.8,40316.02
41572.00,8.33,24018.4,1097.6,24018.4,31944.47
41573.00,8.91,23357.6,1086.4,23357.6,31065.61
41574.00,9.27,28112,1478.4,28112,37388.96
41575.00,9.28,33090.4,1534.4,33090.4,44010.23
41576.00,8.4,33588.8,1500.8,33588.8,44673.10
41577.00,10.88,27048,1467.2,27048,35973.84
41578.00,11.6,24869.6,1243.2,24869.6,33076.57
41579.00,13.22,26090.4,1209.6,26090.4,34700.23
41580.00,13.03,25076.8,1243.2,25076.8,33352.14
41581.00,13.56,25272.8,1209.6,25272.8,33612.82
41582.00,13.48,27020,1299.2,27020,35936.60
41583.00,16.86,27412,1243.2,27412,36457.96
41584.00,14.83,26252.8,1176,26252.8,34916.22
41585.00,14.08,24393.6,1187.2,24393.6,32443.49
41586.00,11.41,23990.4,1097.6,23990.4,31907.23
41587.00,10.71,23486.4,1086.4,23486.4,31236.91
41588.00,12.45,28694.4,1467.2,28694.4,38163.55
41589.00,11.1,32530.4,1489.6,32530.4,43265.43
41590.00,10.34,33538.4,1500.8,33538.4,44606.07
41591.00,9.58,28879.2,1489.6,28879.2,38409.34
41592.00,9.52,25127.2,1176,25127.2,33419.18
41593.00,8.89,26056.8,1198.4,26056.8,34655.54
41594.00,9.21,25239.2,1198.4,25239.2,33568.14
41595.00,11.78,25356.8,1232,25356.8,33724.54
41596.00,13.99,25485.6,1198.4,25485.6,33895.85
41597.00,15.47,27932.8,1276.8,27932.8,37150.62
41598.00,15.56,30004.8,1321.6,30004.8,39906.38
41599.00,13.22,27423.2,1254.4,27423.2,36472.86
41600.00,11.87,23301.6,1142.4,23301.6,30991.13
41601.00,10.91,24332,1377.6,24332,32361.56
41602.00,11.46,27014.4,1366.4,27014.4,35929.15
41603.00,11.92,25603.2,1164.8,25603.2,34052.26
41604.00,11.34,25972.8,1176,25972.8,34543.82
41605.00,8.97,26465.6,1176,26465.6,35199.25
41606.00,7.58,25082.4,1142.4,25082.4,33359.59
41607.00,8.03,24113.6,1097.6,24113.6,32071.09
41608.00,7.74,23464,1086.4,23464,31207.12
41609.00,9.39,24242.4,1097.6,24242.4,32242.39
41610.00,9.54,25127.2,1131.2,25127.2,33419.18
41611.00,10.37,25037.6,1086.4,25037.6,33300.01
41612.00,10.55,25110.4,1500.8,25110.4,33396.83
41613.00,10.58,26768,1489.6,26768,35601.44
41614.00,11.96,26303.2,1176,26303.2,34983.26
41615.00,11.87,24432.8,1220.8,24432.8,32495.62
41616.00,11.97,28576.8,1276.8,28576.8,38007.14
41617.00,8.97,29153.6,1299.2,29153.6,38774.29
41618.00,12.11,29596,1332.8,29596,39362.68
41619.00,11.94,29848,1332.8,29848,39697.84
41620.00,9.81,28884.8,1355.2,28884.8,38416.78
41621.00,8.94,30100,1411.2,30100,40033.00
41622.00,11.97,30223.2,1400,30223.2,40196.86
41623.00,15.55,32429.6,1444.8,32429.6,43131.37
41624.00,16.73,31763.2,1400,31763.2,42245.06
41625.00,16.42,31270.4,1411.2,31270.4,41589.63
41626.00,14.72,32653.6,1444.8,32653.6,43429.29
41627.00,14.86,31550.4,1400,31550.4,41962.03
41628.00,10.37,30408,1344,30408,40442.64
41629.00,28.53,46804.8,2385.6,46804.8,62250.38
41630.00,42.24,50360.8,2329.6,50360.8,66979.86
41631.00,35.57,37996,2094.4,37996,50534.68
41632.00,32.09,45875.2,2072,45875.2,61014.02
41633.00,30.24,40538.4,1859.2,40538.4,53916.07
41634.00,24.53,32995.2,1624,32995.2,43883.62
41635.00,18.99,29590.4,1310.4,29590.4,39355.23
41636.00,15.73,29450.4,1299.2,29450.4,39169.03
41637.00,13.96,29629.6,1265.6,29629.6,39407.37
41638.00,11.4,34344.8,1691.2,34344.8,45678.58
41639.00,13.44,42397.6,1892.8,42397.6,56388.81
41640.00,10.27,39905.6,1814.4,39905.6,53074.45
41641.00,9.51,40616.8,1758.4,40616.8,54020.34
41642.00,10.17,39104.8,1713.6,39104.8,52009.38
41643.00,9.24,36769.6,1646.4,36769.6,48903.57
41644.00,13.76,38768.8,1859.2,38768.8,51562.50
41645.00,20.67,41927.2,1836.8,41927.2,55763.18
41646.00,18.63,40191.2,1724.8,40191.2,53454.30
41647.00,16.53,38494.4,1668.8,38494.4,51197.55
41648.00,14.42,33236,1545.6,33236,44203.88
41649.00,15.54,30503.2,1433.6,30503.2,40569.26
41650.00,20.32,35252,1556.8,35252,46885.16
41651.00,22.96,33174.4,1444.8,33174.4,44121.95
41652.00,21.81,37704.8,1803.2,37704.8,50147.38
41653.00,21.16,43148,1948.8,43148,57386.84
41654.00,20.04,43892.8,1982.4,43892.8,58377.42
41655.00,18.95,35123.2,1724.8,35123.2,46713.86
41656.00,17.13,31528,1388.8,31528,41932.24
41657.00,15.98,30800,1377.6,30800,40964.00
41658.00,17.48,37324,1814.4,37324,49640.92
41659.00,14.47,42016.8,1825.6,42016.8,55882.34
41660.00,12.89,39916.8,1747.2,39916.8,53089.34
41661.00,11.85,33073.6,1624,33073.6,43987.89
41662.00,10.89,30660,1355.2,30660,40777.80
41663.00,10.58,31925.6,1702.4,31925.6,42461.05
41664.00,11.74,31001.6,1702.4,31001.6,41232.13
41665.00,12.22,33180,1713.6,33180,44129.40
41666.00,12.54,40376,1836.8,40376,53700.08
41667.00,12.44,36002.4,1635.2,36002.4,47883.19
41668.00,12.81,39194.4,1702.4,39194.4,52128.55
41669.00,11.62,37632,1680,37632,50050.56
41670.00,11.14,36960,1657.6,36960,49156.80
41671.00,11.68,36612.8,1747.2,36612.8,48695.02
41672.00,16.1,40437.6,1780.8,40437.6,53782.01
41673.00,13.53,39166.4,1713.6,39166.4,52091.31
41674.00,12.37,37867.2,1724.8,37867.2,50363.38
41675.00,11.93,39228,1702.4,39228,52173.24
41676.00,12.42,37044,1702.4,37044,49268.52
41677.00,12.85,37878.4,1680,37878.4,50378.27
41678.00,11.63,37458.4,1657.6,37458.4,49819.67
41679.00,11.59,37111.2,1657.6,37111.2,49357.90
41680.00,12.49,40852,1803.2,40852,54333.16
