date,MG,billed_kWh,kW,total_kWh, Operation_bill 
42685.00,11.47,23408,1120,23408,31132.64
42686.00,11.09,24231.2,1153.6,24231.2,32227.50
42687.00,10.85,23783.2,1097.6,23783.2,31631.66
42688.00,10.56,23352,1120,23352,31058.16
42689.00,8.75,21912.8,1198.4,21912.8,29144.02
42690.00,9.73,22629.6,1075.2,22629.6,30097.37
42691.00,11.19,22293.6,1064,22293.6,29650.49
42692.00,12.9,24164,1187.2,24164,32138.12
42693.00,13.03,24259.2,1164.8,24259.2,32264.74
42694.00,10.54,24001.6,1097.6,24001.6,31922.13
42695.00,10.16,24404.8,1108.8,24404.8,32458.38
42696.00,9.91,23408,1064,23408,31132.64
42697.00,12.69,24287.2,1220.8,24287.2,32301.98
42698.00,13.53,26196.8,1243.2,26196.8,34841.74
42699.00,12.45,23861.6,1120,23861.6,31735.93
42700.00,12.18,23402.4,1120,23402.4,31125.19
42701.00,12.37,23884,1097.6,23884,31765.72
42702.00,15.57,27938.4,1534.4,27938.4,37158.07
42703.00,24.64,29327.2,1500.8,29327.2,39005.18
42704.00,29.98,26936,1198.4,26936,35824.88
42705.00,17.47,25978.4,1243.2,25978.4,34551.27
42706.00,16.7,26308.8,1209.6,26308.8,34990.70
42707.00,16.7,26023.2,1176,26023.2,34610.86
42708.00,11.55,26112.8,1187.2,26112.8,34730.02
42709.00,13.58,25810.4,1187.2,25810.4,34327.83
42710.00,12.62,26846.4,1232,26846.4,35705.71
42711.00,12.78,26051.2,1198.4,26051.2,34648.10
42712.00,12.61,26129.6,1198.4,26129.6,34752.37
42713.00,12.29,26241.6,1220.8,26241.6,34901.33
42714.00,10.76,24035.2,1187.2,24035.2,31966.82
42715.00,12.01,25278.4,1198.4,25278.4,33620.27
42716.00,13.3,26409.6,1187.2,26409.6,35124.77
42717.00,13.72,27171.2,1232,27171.2,36137.70
42718.00,12.94,27165.6,1243.2,27165.6,36130.25
42719.00,11.91,26101.6,1220.8,26101.6,34715.13
42720.00,11.13,25177.6,1164.8,25177.6,33486.21
42721.00,12.42,25468.8,1422.4,25468.8,33873.50
42722.00,16.36,28660.8,1310.4,28660.8,38118.86
42723.00,13.22,25782.4,1276.8,25782.4,34290.59
42724.00,13.72,25648,1153.6,25648,34111.84
42725.00,11.81,26073.6,1164.8,26073.6,34677.89
42726.00,11,25984,1198.4,25984,34558.72
42727.00,10.67,25838.4,1176,25838.4,34365.07
42728.00,12.71,25446.4,1131.2,25446.4,33843.71
42729.00,10.53,23872.8,1086.4,23872.8,31750.82
42730.00,15.38,25698.4,1265.6,25698.4,34178.87
42731.00,20.86,27563.2,1232,27563.2,36659.06
42732.00,16.38,26168.8,1187.2,26168.8,34804.50
42733.00,13.19,25631.2,1187.2,25631.2,34089.50
42734.00,11.83,25524.8,1187.2,25524.8,33947.98
42735.00,11.46,25076.8,1131.2,25076.8,33352.14
42736.00,10.8,27904.8,1355.2,27904.8,37113.38
42737.00,10.67,26924.8,1321.6,26924.8,35809.98
42738.00,14.14,26891.2,1299.2,26891.2,35765.30
42739.00,13.2,25776.8,1187.2,25776.8,34283.14
42740.00,12.29,26583.2,1209.6,26583.2,35355.66
42741.00,12.99,27658.4,1232,27658.4,36785.67
42742.00,10.79,26230.4,1220.8,26230.4,34886.43
42743.00,11.13,26437.6,1198.4,26437.6,35162.01
42744.00,11.44,25485.6,1153.6,25485.6,33895.85
42745.00,11.93,29204,1512,29204,38841.32
42746.00,13.78,30917.6,1433.6,30917.6,41120.41
42747.00,16.21,30004.8,1388.8,30004.8,39906.38
42748.00,16.83,27120.8,1276.8,27120.8,36070.66
42749.00,17.13,28229.6,1288,28229.6,37545.37
42750.00,18.22,27910.4,1288,27910.4,37120.83
42751.00,18.72,26566.4,1254.4,26566.4,35333.31
42752.00,20.95,27798.4,1288,27798.4,36971.87
42753.00,19.42,31808,1500.8,31808,42304.64
42754.00,17.23,34557.6,1568,34557.6,45961.61
42755.00,18.61,39032,1792,39032,51912.56
42756.00,18.86,33370.4,1545.6,33370.4,44382.63
42757.00,25.12,31158.4,1444.8,31158.4,41440.67
42758.00,25.57,30822.4,1411.2,30822.4,40993.79
42759.00,22.87,30816.8,1377.6,30816.8,40986.34
42760.00,20.02,30060.8,1355.2,30060.8,39980.86
42761.00,15.73,29478.4,1332.8,29478.4,39206.27
42762.00,17.28,28044.8,1254.4,28044.8,37299.58
42763.00,13.94,26303.2,1332.8,26303.2,34983.26
42764.00,11.01,26017.6,1254.4,26017.6,34603.41
42765.00,11.94,28044.8,1332.8,28044.8,37299.58
42766.00,11.78,25351.2,1164.8,25351.2,33717.10
42767.00,11.07,24936.8,1164.8,24936.8,33165.94
42768.00,10.91,26073.6,1187.2,26073.6,34677.89
42769.00,10.34,25300.8,1209.6,25300.8,33650.06
42770.00,10.27,25340,1153.6,25340,33702.20
42771.00,10.63,24617.6,1153.6,24617.6,32741.41
42772.00,12.45,25446.4,1388.8,25446.4,33843.71
42773.00,15.33,32452,1456,32452,43161.16
42774.00,13,32788,1467.2,32788,43608.04
42775.00,10.68,26896.8,1355.2,26896.8,35772.74
42776.00,10.43,26084.8,1276.8,26084.8,34692.78
42777.00,10.39,28005.6,1388.8,28005.6,37247.45
42778.00,11.52,29624,1388.8,29624,39399.92
42779.00,11.47,31242.4,1467.2,31242.4,41552.39
42780.00,10.97,26577.6,1299.2,26577.6,35348.21
42781.00,10.67,28190.4,1456,28190.4,37493.23
42782.00,10.73,25664.8,1388.8,25664.8,34134.18
42783.00,11,30167.2,1478.4,30167.2,40122.38
42784.00,10.12,31802.4,1489.6,31802.4,42297.19
42785.00,10.09,31236.8,1478.4,31236.8,41544.94
42786.00,10.84,29069.6,1523.2,29069.6,38662.57
42787.00,11.69,30318.4,1500.8,30318.4,40323.47
42788.00,10.61,33560.8,1556.8,33560.8,44635.86
42789.00,10.82,29590.4,1500.8,29590.4,39355.23
42790.00,10.38,31875.2,1545.6,31875.2,42394.02
42791.00,10.21,30139.2,1512,30139.2,40085.14
42792.00,10.8,27630.4,1243.2,27630.4,36748.43
42793.00,12.36,27776,1288,27776,36942.08
42794.00,14.43,30744,1478.4,30744,40889.52
42795.00,13.88,35722.4,1635.2,35722.4,47510.79
42796.00,15.48,34098.4,1523.2,34098.4,45350.87
42797.00,15.52,33415.2,1534.4,33415.2,44442.22
42798.00,14.72,32849.6,1467.2,32849.6,43689.97
42799.00,13.45,31763.2,1433.6,31763.2,42245.06
42800.00,17.77,32939.2,1523.2,32939.2,43809.14
42801.00,20.76,30884,1500.8,30884,41075.72
42802.00,18.21,27456.8,1276.8,27456.8,36517.54
42803.00,17.82,28588,1288,28588,38022.04
42804.00,16.08,29220.8,1299.2,29220.8,38863.66
42805.00,16.62,30497.6,1377.6,30497.6,40561.81
42806.00,15.98,29439.2,1344,29439.2,39154.14
42807.00,14.74,27434.4,1232,27434.4,36487.75
42808.00,11.01,24757.6,1176,24757.6,32927.61
42809.00,11.04,25334.4,1176,25334.4,33694.75
42810.00,10.71,24836,1120,24836,33031.88
42811.00,10.98,24281.6,1086.4,24281.6,32294.53
42812.00,10.4,24516.8,1131.2,24516.8,32607.34
42813.00,11.14,24701.6,1164.8,24701.6,32853.13
42814.00,11.35,25015.2,1142.4,25015.2,33270.22
42815.00,10.93,24236.8,1120,24236.8,32234.94
42816.00,10.7,24628.8,1131.2,24628.8,32756.30
42817.00,10.92,27753.6,1299.2,27753.6,36912.29
42818.00,10.94,26712,1310.4,26712,35526.96
42819.00,10.92,27512.8,1332.8,27512.8,36592.02
42820.00,16.16,29243.2,1467.2,29243.2,38893.46
42821.00,16.38,30374.4,1512,30374.4,40397.95
42822.00,17.63,28980,1568,28980,38543.40
42823.00,17.51,28274.4,1299.2,28274.4,37604.95
42824.00,17.39,31432.8,1534.4,31432.8,41805.62
42825.00,18.8,29344,1478.4,29344,39027.52
42826.00,20.07,34686.4,1635.2,34686.4,46132.91
42827.00,21.68,36349.6,1624,36349.6,48344.97
42828.00,20.58,29887.2,1512,29887.2,39749.98
42829.00,20.09,32754.4,1568,32754.4,43563.35
42830.00,19.34,33521.6,1500.8,33521.6,44583.73
42831.00,18.17,34759.2,1612.8,34759.2,46229.74
42832.00,18.64,29982.4,1344,29982.4,39876.59
42833.00,19.01,30038.4,1310.4,30038.4,39951.07
42834.00,19.27,31494.4,1478.4,31494.4,41887.55
42835.00,19.01,32687.2,1478.4,32687.2,43473.98
42836.00,17.88,28145.6,1388.8,28145.6,37433.65
42837.00,13.61,27865.6,1377.6,27865.6,37061.25
42838.00,12.76,31091.2,1411.2,31091.2,41351.30
42839.00,12.53,30105.6,1332.8,30105.6,40040.45
42840.00,11.85,29271.2,1321.6,29271.2,38930.70
42841.00,11.48,29024.8,1321.6,29024.8,38602.98
42842.00,12.7,29248.8,1400,29248.8,38900.90
42843.00,12.45,25177.6,1321.6,25177.6,33486.21
42844.00,12.68,23284.8,1108.8,23284.8,30968.78
42845.00,13.22,24852.8,1209.6,24852.8,33054.22
42846.00,14.66,25569.6,1288,25569.6,34007.57
42847.00,14.53,24987.2,1164.8,24987.2,33232.98
42848.00,11.89,23447.2,1075.2,23447.2,31184.78
42849.00,12.23,24729.6,1243.2,24729.6,32890.37
42850.00,11.08,23906.4,1086.4,23906.4,31795.51
42851.00,11.42,24869.6,1232,24869.6,33076.57
42852.00,12.16,23704.8,1086.4,23704.8,31527.38
42853.00,11.19,23900.8,1209.6,23900.8,31788.06
42854.00,20,31085.6,1489.6,31085.6,41343.85
42855.00,27.37,32709.6,1680,32709.6,43503.77
42856.00,31.88,37027.2,1668.8,37027.2,49246.18
42857.00,35.87,34232.8,1534.4,34232.8,45529.62
42858.00,35.18,36713.6,1736,36713.6,48829.09
42859.00,38.98,44363.2,2072,44363.2,59003.06
42860.00,37.69,42218.4,2004.8,42218.4,56150.47
42861.00,38.96,37077.6,1612.8,37077.6,49313.21
42862.00,39.71,37766.4,1680,37766.4,50229.31
42863.00,35.2,37279.2,1680,37279.2,49581.34
42864.00,29.27,36198.4,1624,36198.4,48143.87
42865.00,24.48,33252.8,1512,33252.8,44226.22
42866.00,21.75,32412.8,1478.4,32412.8,43109.02
42867.00,17.73,28940.8,1332.8,28940.8,38491.26
42868.00,14.38,24953.6,1153.6,24953.6,33188.29
42869.00,14,23514.4,1153.6,23514.4,31274.15
42870.00,12.95,28711.2,1388.8,28711.2,38185.90
42871.00,12.44,28425.6,1344,28425.6,37806.05
42872.00,12.25,24556,1310.4,24556,32659.48
42873.00,12.23,30777.6,1388.8,30777.6,40934.21
42874.00,13.98,30228.8,1444.8,30228.8,40204.30
42875.00,15.89,32340,1601.6,32340,43012.20
42876.00,20.23,32653.6,1534.4,32653.6,43429.29
42877.00,15.06,33432,1512,33432,44464.56
42878.00,17.73,30839.2,1411.2,30839.2,41016.14
42879.00,17.86,29741.6,1355.2,29741.6,39556.33
42880.00,17.08,29271.2,1355.2,29271.2,38930.70
42881.00,13.62,28817.6,1344,28817.6,38327.41
42882.00,12.39,27199.2,1265.6,27199.2,36174.94
42883.00,11.81,26588.8,1254.4,26588.8,35363.10
42884.00,10.83,27585.6,1243.2,27585.6,36688.85
42885.00,10.84,27468,1254.4,27468,36532.44
42886.00,9.99,24528,1321.6,24528,32622.24
42887.00,11.53,29584.8,1355.2,29584.8,39347.78
42888.00,11.38,27860,1265.6,27860,37053.80
42889.00,10.16,26913.6,1310.4,26913.6,35795.09
42890.00,10.57,24169.6,1265.6,24169.6,32145.57
42891.00,10.08,28890.4,1288,28890.4,38424.23
42892.00,8.93,27479.2,1276.8,27479.2,36547.34
42893.00,11.08,24572.8,1254.4,24572.8,32681.82
42894.00,9.56,28095.2,1288,28095.2,37366.62
42895.00,10.55,27468,1243.2,27468,36532.44
42896.00,9.28,27344.8,1288,27344.8,36368.58
42897.00,9.54,26448.8,1232,26448.8,35176.90
42898.00,9.02,26577.6,1220.8,26577.6,35348.21
42899.00,9.31,22103.2,1120,22103.2,29397.26
42900.00,10.05,24220,1321.6,24220,32212.60
42901.00,12.91,29472.8,1344,29472.8,39198.82
42902.00,14.33,29075.2,1332.8,29075.2,38670.02
42903.00,12.88,27826.4,1276.8,27826.4,37009.11
42904.00,13.86,23279.2,1142.4,23279.2,30961.34
42905.00,11,23469.6,1086.4,23469.6,31214.57
42906.00,15.13,26488,1265.6,26488,35229.04
42907.00,15.92,28162.4,1276.8,28162.4,37455.99
42908.00,14.3,27014.4,1243.2,27014.4,35929.15
42909.00,12.78,30744,1500.8,30744,40889.52
42910.00,12.61,24948,1220.8,24948,33180.84
42911.00,12.97,23609.6,1120,23609.6,31400.77
42912.00,9.43,22355.2,1142.4,22355.2,29732.42
42913.00,16.58,23570.4,1097.6,23570.4,31348.63
42914.00,14.23,22825.6,1075.2,22825.6,30358.05
42915.00,9.47,25603.2,1276.8,25603.2,34052.26
42916.00,9.04,27697.6,1377.6,27697.6,36837.81
42917.00,9.39,24544.8,1288,24544.8,32644.58
42918.00,9.6,25328.8,1243.2,25328.8,33687.30
42919.00,9.53,26717.6,1198.4,26717.6,35534.41
42920.00,9.18,27266.4,1220.8,27266.4,36264.31
42921.00,10.01,25345.6,1265.6,25345.6,33709.65
42922.00,10.83,27283.2,1243.2,27283.2,36286.66
42923.00,10.91,28498.4,1668.8,28498.4,37902.87
42924.00,14.78,28347.2,1366.4,28347.2,37701.78
42925.00,14.53,28705.6,1332.8,28705.6,38178.45
42926.00,11.79,28190.4,1276.8,28190.4,37493.23
42927.00,12.16,28313.6,1265.6,28313.6,37657.09
42928.00,12.41,28274.4,1310.4,28274.4,37604.95
42929.00,10.83,27445.6,1243.2,27445.6,36502.65
42930.00,10.48,27860,1276.8,27860,37053.80
42931.00,9.93,24292.8,1198.4,24292.8,32309.42
42932.00,9.22,25435.2,1220.8,25435.2,33828.82
42933.00,9.25,26594.4,1198.4,26594.4,35370.55
42934.00,10.78,26051.2,1243.2,26051.2,34648.10
42935.00,9.6,24332,1232,24332,32361.56
42936.00,9.49,26336.8,1209.6,26336.8,35027.94
42937.00,9.27,22573.6,1064,22573.6,30022.89
42938.00,8.23,22607.2,1142.4,22607.2,30067.58
42939.00,13.28,23268,1052.8,23268,30946.44
42940.00,12.07,22680,1075.2,22680,30164.40
42941.00,10.15,22394.4,1041.6,22394.4,29784.55
42942.00,9.72,22551.2,1030.4,22551.2,29993.10
42943.00,8.98,22752.8,1019.2,22752.8,30261.22
42944.00,9.1,21666.4,985.6,21666.4,28816.31
42945.00,7.92,21918.4,1041.6,21918.4,29151.47
42946.00,7.7,22002.4,1030.4,22002.4,29263.19
42947.00,9.52,25799.2,1243.2,25799.2,34312.94
42948.00,9.33,22512,1030.4,22512,29940.96
42949.00,9.28,25104.8,1321.6,25104.8,33389.38
42950.00,9.28,25776.8,1299.2,25776.8,34283.14
42951.00,8.93,22881.6,1064,22881.6,30432.53
42952.00,8.27,22545.6,1052.8,22545.6,29985.65
42953.00,8.76,21800.8,996.8,21800.8,28995.06
42954.00,9.38,22439.2,1030.4,22439.2,29844.14
42955.00,8.95,23111.2,1075.2,23111.2,30737.90
42956.00,8.98,26734.4,1310.4,26734.4,35556.75
42957.00,9.13,23755.2,1209.6,23755.2,31594.42
42958.00,8.32,24315.2,1209.6,24315.2,32339.22
42959.00,8.76,22528.8,1041.6,22528.8,29963.30
42960.00,8.3,21924,1008,21924,29158.92
42961.00,9.64,26521.6,1355.2,26521.6,35273.73
42962.00,8.63,24808,1265.6,24808,32994.64
42963.00,8.82,24970.4,1198.4,24970.4,33210.63
42964.00,9.89,22747.2,1176,22747.2,30253.78
42965.00,9.61,25340,1265.6,25340,33702.20
42966.00,9.33,27972,1321.6,27972,37202.76
42967.00,9.43,27983.2,1299.2,27983.2,37217.66
42968.00,9.44,28716.8,1321.6,28716.8,38193.34
42969.00,10.47,27865.6,1299.2,27865.6,37061.25
42970.00,9.27,27619.2,1288,27619.2,36733.54
42971.00,10.59,26639.2,1198.4,26639.2,35430.14
42972.00,8.72,26381.6,1243.2,26381.6,35087.53
42973.00,9.66,27076,1254.4,27076,36011.08
42974.00,8.37,26376,1209.6,26376,35080.08
42975.00,10.72,26527.2,1232,26527.2,35281.18
42976.00,11.15,28498.4,1332.8,28498.4,37902.87
42977.00,9.53,28100.8,1299.2,28100.8,37374.06
42978.00,7.54,27938.4,1254.4,27938.4,37158.07
42979.00,9.31,25222.4,1187.2,25222.4,33545.79
42980.00,15.05,28856.8,1444.8,28856.8,38379.54
42981.00,9.26,28672,1388.8,28672,38133.76
42982.00,10.44,26493.6,1243.2,26493.6,35236.49
42983.00,9.67,26510.4,1254.4,26510.4,35258.83
42984.00,9.88,27378.4,1265.6,27378.4,36413.27
42985.00,9.83,23951.2,1176,23951.2,31855.10
42986.00,9.18,23508.8,1142.4,23508.8,31266.70
42987.00,9.09,25435.2,1288,25435.2,33828.82
42988.00,10.73,27283.2,1254.4,27283.2,36286.66
42989.00,11.58,28750.4,1332.8,28750.4,38238.03
42990.00,11.34,26829.6,1265.6,26829.6,35683.37
42991.00,10.08,26516,1232,26516,35266.28
42992.00,10.7,26980.8,1243.2,26980.8,35884.46
42993.00,9.38,26852,1220.8,26852,35713.16
42994.00,9.58,27132,1265.6,27132,36085.56
42995.00,9.47,26644.8,1243.2,26644.8,35437.58
42996.00,10.5,26443.2,1243.2,26443.2,35169.46
42997.00,10.85,26331.2,1220.8,26331.2,35020.50
42998.00,8.83,24096.8,1198.4,24096.8,32048.74
42999.00,8.31,27305.6,1254.4,27305.6,36316.45
43000.00,9.68,27412,1276.8,27412,36457.96
43001.00,8.13,25020.8,1198.4,25020.8,33277.66
43002.00,7.65,24337.6,1288,24337.6,32369.01
43003.00,7.29,26398.4,1243.2,26398.4,35109.87
43004.00,7.96,28274.4,1332.8,28274.4,37604.95
43005.00,9,27098.4,1276.8,27098.4,36040.87
43006.00,7.83,23055.2,1086.4,23055.2,30663.42
43007.00,8.75,23363.2,1187.2,23363.2,31073.06
43008.00,7.84,21823.2,1131.2,21823.2,29024.86
43009.00,7.06,24169.6,1209.6,24169.6,32145.57
43010.00,7.46,26493.6,1220.8,26493.6,35236.49
43011.00,8.99,22282.4,1108.8,22282.4,29635.59
43012.00,8.19,24494.4,1209.6,24494.4,32577.55
43013.00,11.75,26135.2,1321.6,26135.2,34759.82
43014.00,9.14,26454.4,1232,26454.4,35184.35
43015.00,10.27,24864,1355.2,24864,33069.12
43016.00,10.84,23800,1276.8,23800,31654.00
43017.00,11.33,26555.2,1321.6,26555.2,35318.42
43018.00,13.18,29831.2,1388.8,29831.2,39675.50
43019.00,11.2,27843.2,1265.6,27843.2,37031.46
43020.00,10.48,22741.6,1097.6,22741.6,30246.33
43021.00,8.94,22870.4,1064,22870.4,30417.63
43022.00,8.38,25625.6,1265.6,25625.6,34082.05
43023.00,8.78,28190.4,1299.2,28190.4,37493.23
43024.00,9.55,28089.6,1288,28089.6,37359.17
43025.00,9.36,23609.6,1265.6,23609.6,31400.77
43026.00,8.81,26364.8,1299.2,26364.8,35065.18
43027.00,8.32,27725.6,1276.8,27725.6,36875.05
43028.00,8.11,27736.8,1288,27736.8,36889.94
43029.00,7.09,27288.8,1288,27288.8,36294.10
43030.00,8,23721.6,1288,23721.6,31549.73
43031.00,11.03,27596.8,1299.2,27596.8,36703.74
43032.00,10.54,23391.2,1176,23391.2,31110.30
43033.00,9.49,23178.4,1052.8,23178.4,30827.27
43034.00,7.73,24287.2,1187.2,24287.2,32301.98
43035.00,8.67,24696,1276.8,24696,32845.68
43036.00,9.33,22024.8,1052.8,22024.8,29292.98
43037.00,8.53,21095.2,1008,21095.2,28056.62
43038.00,8.09,25121.6,1254.4,25121.6,33411.73
43039.00,7.65,27652.8,1288,27652.8,36778.22
43040.00,11.54,29892.8,1814.4,29892.8,39757.42
43041.00,12.79,24852.8,1321.6,24852.8,33054.22
43042.00,14.51,30643.2,1489.6,30643.2,40755.46
43043.00,13.75,26269.6,1198.4,26269.6,34938.57
43044.00,15.49,28750.4,1780.8,28750.4,38238.03
43045.00,17.98,30055.2,1859.2,30055.2,39973.42
43046.00,17.11,28666.4,1310.4,28666.4,38126.31
43047.00,16.88,28593.6,1288,28593.6,38029.49
43048.00,15.45,28403.2,1310.4,28403.2,37776.26
43049.00,14.62,26639.2,1243.2,26639.2,35430.14
43050.00,8.68,24763.2,1176,24763.2,32935.06
43051.00,9.95,23990.4,1142.4,23990.4,31907.23
43052.00,8.71,24192,1142.4,24192,32175.36
43053.00,8.79,25009.6,1153.6,25009.6,33262.77
43054.00,13.03,25620,1220.8,25620,34074.60
43055.00,11.94,25334.4,1187.2,25334.4,33694.75
43056.00,10.65,26118.4,1299.2,26118.4,34737.47
43057.00,11.3,24813.6,1310.4,24813.6,33002.09
43058.00,18.12,26712,1276.8,26712,35526.96
43059.00,15.11,26728.8,1265.6,26728.8,35549.30
43060.00,11.32,24483.2,1153.6,24483.2,32562.66
43061.00,9.35,24203.2,1164.8,24203.2,32190.26
43062.00,8.14,24046.4,1108.8,24046.4,31981.71
43063.00,8.43,22719.2,1075.2,22719.2,30216.54
43064.00,7.29,23156,1086.4,23156,30797.48
43065.00,7.96,22853.6,1120,22853.6,30395.29
43066.00,8.9,24981.6,1142.4,24981.6,33225.53
43067.00,8.86,24802.4,1153.6,24802.4,32987.19
43068.00,8.53,26062.4,1187.2,26062.4,34662.99
43069.00,8.62,28560,1377.6,28560,37984.80
43070.00,8.52,30912,1388.8,30912,41112.96
43071.00,8.78,28324.8,1444.8,28324.8,37671.98
43072.00,8.28,28728,1411.2,28728,38208.24
43073.00,9.25,25026.4,1265.6,25026.4,33285.11
43074.00,9.2,26258.4,1198.4,26258.4,34923.67
43075.00,9.77,25502.4,1164.8,25502.4,33918.19
43076.00,9.05,25351.2,1209.6,25351.2,33717.10
43077.00,8.5,25804.8,1187.2,25804.8,34320.38
43078.00,8.31,25407.2,1176,25407.2,33791.58
43079.00,8.08,25670.4,1209.6,25670.4,34141.63
43080.00,8.8,25362.4,1232,25362.4,33731.99
43081.00,7.82,27104,1254.4,27104,36048.32
43082.00,9.88,26488,1220.8,26488,35229.04
43083.00,9.65,25200,1209.6,25200,33516.00
43084.00,7.21,25860.8,1198.4,25860.8,34394.86
43085.00,10.26,24136,1131.2,24136,32100.88
43086.00,9.64,24746.4,1120,24746.4,32912.71
43087.00,7.85,24696,1120,24696,32845.68
43088.00,6.72,26992,1388.8,26992,35899.36
43089.00,7.45,26947.2,1198.4,26947.2,35839.78
43090.00,8.51,25788,1198.4,25788,34298.04
43091.00,8.89,24701.6,1097.6,24701.6,32853.13
43092.00,9.28,25782.4,1176,25782.4,34290.59
43093.00,9.61,25032,1164.8,25032,33292.56
43094.00,10.33,23895.2,1097.6,23895.2,31780.62
43095.00,9.9,24225.6,1120,24225.6,32220.05
43096.00,8.91,25435.2,1187.2,25435.2,33828.82
43097.00,8.58,24931.2,1164.8,24931.2,33158.50
43098.00,8.5,25603.2,1164.8,25603.2,34052.26
43099.00,7.81,24337.6,1131.2,24337.6,32369.01
43100.00,7.68,25160.8,1164.8,25160.8,33463.86
43101.00,7.5,28084,1467.2,28084,37351.72
43102.00,7.89,31404.8,1444.8,31404.8,41768.38
43103.00,8.82,25872,1198.4,25872,34409.76
43104.00,8.06,25844,1209.6,25844,34372.52
43105.00,8.55,25928,1254.4,25928,34484.24
43106.00,8.09,26600,1198.4,26600,35378.00
43107.00,7.68,24735.2,1198.4,24735.2,32897.82
43108.00,11.9,27283.2,1243.2,27283.2,36286.66
43109.00,10.91,25748.8,1187.2,25748.8,34245.90
43110.00,10.8,28005.6,1332.8,28005.6,37247.45
43111.00,12.01,26392.8,1299.2,26392.8,35102.42
43112.00,10.8,27708.8,1332.8,27708.8,36852.70
43113.00,12.58,29103.2,1355.2,29103.2,38707.26
43114.00,11.04,28554.4,1355.2,28554.4,37977.35
43115.00,13.04,30111.2,1377.6,30111.2,40047.90
43116.00,13.04,32956,1601.6,32956,43831.48
43117.00,13.05,32788,1478.4,32788,43608.04
43118.00,12.37,30419.2,1400,30419.2,40457.54
43119.00,12.54,28543.2,1433.6,28543.2,37962.46
43120.00,16.96,33353.6,1512,33353.6,44360.29
43121.00,15.45,29926.4,1355.2,29926.4,39802.11
43122.00,16.88,30727.2,1489.6,30727.2,40867.18
43123.00,15.88,30900.8,1377.6,30900.8,41098.06
43124.00,16.14,30525.6,1400,30525.6,40599.05
43125.00,16.29,27316.8,1276.8,27316.8,36331.34
43126.00,15.84,27014.4,1232,27014.4,35929.15
43127.00,15.92,27664,1299.2,27664,36793.12
43128.00,15.07,27361.6,1232,27361.6,36390.93
43129.00,16.16,27081.6,1232,27081.6,36018.53
43130.00,15.92,27031.2,1209.6,27031.2,35951.50
43131.00,16.94,25552.8,1198.4,25552.8,33985.22
43132.00,18.14,27608,1243.2,27608,36718.64
43133.00,14.04,30144.8,1433.6,30144.8,40092.58
43134.00,9.97,31936.8,1467.2,31936.8,42475.94
43135.00,9.56,32306.4,1478.4,32306.4,42967.51
43136.00,9.93,26779.2,1400,26779.2,35616.34
43137.00,10.24,27692,1467.2,27692,36830.36
43138.00,9.94,30318.4,1456,30318.4,40323.47
43139.00,9.56,29338.4,1422.4,29338.4,39020.07
43140.00,10.33,25586.4,1176,25586.4,34029.91
43141.00,9.43,27865.6,1355.2,27865.6,37061.25
43142.00,9.14,32418.4,1512,32418.4,43116.47
43143.00,9.44,33437.6,1512,33437.6,44472.01
43144.00,9.33,30391.2,1478.4,30391.2,40420.30
43145.00,9.7,32138.4,1444.8,32138.4,42744.07
43146.00,10.83,32541.6,1456,32541.6,43280.33
43147.00,19.12,33790.4,1635.2,33790.4,44941.23
43148.00,20.66,33885.6,1590.4,33885.6,45067.85
43149.00,18.2,33947.2,1568,33947.2,45149.78
43150.00,14.89,33454.4,1523.2,33454.4,44494.35
43151.00,14.51,30464,1377.6,30464,40517.12
43152.00,18.94,29500.8,1400,29500.8,39236.06
43153.00,25.55,34132,1691.2,34132,45395.56
43154.00,26.16,32373.6,1433.6,32373.6,43056.89
43155.00,26.71,34104,1747.2,34104,45358.32
43156.00,30.77,37335.2,1825.6,37335.2,49655.82
43157.00,28.21,34994.4,1601.6,34994.4,46542.55
43158.00,24.9,36092,1579.2,36092,48002.36
43159.00,20.92,34865.6,1556.8,34865.6,46371.25
43160.00,24.09,31449.6,1467.2,31449.6,41827.97
43161.00,23.5,34428.8,1646.4,34428.8,45790.30
43162.00,23.49,38147.2,1657.6,38147.2,50735.78
43163.00,19.02,36523.2,1646.4,36523.2,48575.86
43164.00,18.48,35016.8,1568,35016.8,46572.34
43165.00,17.3,34272,1534.4,34272,45581.76
43166.00,15.75,34966.4,1545.6,34966.4,46505.31
43167.00,15.91,34703.2,1534.4,34703.2,46155.26
43168.00,10.55,33073.6,1500.8,33073.6,43987.89
43169.00,9.65,32110.4,1422.4,32110.4,42706.83
43170.00,8.86,26773.6,1377.6,26773.6,35608.89
43171.00,9.27,27059.2,1220.8,27059.2,35988.74
43172.00,8.45,25015.2,1142.4,25015.2,33270.22
43173.00,8.61,25950.4,1153.6,25950.4,34514.03
43174.00,8.02,24684.8,1153.6,24684.8,32830.78
43175.00,8.51,24959.2,1131.2,24959.2,33195.74
43176.00,9.15,24360,1131.2,24360,32398.80
43177.00,8.32,27636,1422.4,27636,36755.88
43178.00,9.65,27888,1456,27888,37091.04
43179.00,16.02,35123.2,1545.6,35123.2,46713.86
43180.00,13.77,30357.6,1545.6,30357.6,40375.61
43181.00,17,27456.8,1288,27456.8,36517.54
43182.00,15.93,29019.2,1299.2,29019.2,38595.54
43183.00,16.2,30077.6,1388.8,30077.6,40003.21
43184.00,21.3,32076.8,1568,32076.8,42662.14
43185.00,21.21,32468.8,1590.4,32468.8,43183.50
